month,City,Air_code,State,Airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
4,Austin,AUS,TX,Austin - Bergstrom International,4261,746,229.13,18.04,185.53,0,313.28,43,14,43372,13575,1847,7381,0,20569
4,Bakersfield,BFL,CA,Meadows Field,171,28,6.07,0,7.67,0,14.26,6,0,1649,518,0,255,0,876
4,Baltimore,BWI,MD,Baltimore/Washington International Thurgood Marshall,8209,1373,396.12,56.12,332.77,2.66,585.33,68,15,82421,23850,6806,14196,71,37498
4,Barrow,BRW,AK,Wiley Post/Will Rogers Memorial,77,10,1.69,2.48,2.06,0,3.78,1,0,872,65,526,66,0,215
4,Baton Rouge,BTR,LA,Baton Rouge Metropolitan/Ryan Field,583,158,56.97,0.4,36.45,0,64.18,13,1,18268,10266,18,1845,0,6139
4,Bellingham,BLI,WA,Bellingham International,61,8,1.57,0,4.51,0,1.91,0,0,260,51,0,127,0,82
4,Bemidji,BJI,MN,Bemidji Regional,60,10,7,0,1,0,2,0,0,1446,1300,0,19,0,127
4,Bend/Redmond,RDM,OR,Roberts Field,238,52,12.15,0,13.2,0,26.65,4,0,3350,1098,0,346,0,1906
4,Bethel,BET,AK,Bethel Airport,80,9,3.59,1.86,0.64,0,2.9,0,0,483,159,164,15,0,145
4,Billings,BIL,MT,Billings Logan International,257,32,13.06,4.86,3.76,0,10.32,0,0,2065,754,482,97,0,732
4,Binghamton,BGM,NY,Greater Binghamton/Edwin A. Link Field,85,16,5.98,2.84,2.24,0,4.94,2,0,2118,1111,379,84,0,544
4,Birmingham,BHM,AL,Birmingham-Shuttlesworth International,913,162,61.01,16.14,35.06,0,49.78,24,0,12143,4395,2397,1534,0,3817
4,Bismarck/Mandan,BIS,ND,Bismarck Municipal,166,28,15.48,0.86,5.53,0,6.13,3,0,2413,1307,63,178,0,865
4,Bloomington/Normal,BMI,IL,Central Il Regional Airport at Bloomington,220,33,21.07,0,6.59,0,5.34,9,0,3305,2758,0,222,0,325
4,Boise,BOI,ID,Boise Air Terminal,1186,206,73.58,2.32,36.76,0,93.35,6,2,12145,4486,148,1330,0,6181
4,Boston,BOS,MA,Logan International,10541,2477,586.79,78.52,899.11,4.13,908.45,154,10,171249,40888,9222,44945,156,76038
4,Bozeman,BZN,MT,Bozeman Yellowstone International,228,27,12.81,0,4.01,0,10.18,2,0,1488,754,0,116,0,618
4,Brainerd,BRD,MN,Brainerd Lakes Regional,50,3,1.15,0.99,0.01,0,0.85,0,0,1780,889,836,8,0,47
4,Bristol/Johnson City/Kingsport,TRI,TN,Tri Cities,188,47,17.02,4.98,4.92,0,20.08,11,0,6055,2514,1136,221,0,2184
4,Brownsville,BRO,TX,Brownsville South Padre Island International,107,16,8.58,0,4.26,0,3.15,1,0,732,450,0,120,0,162
4,Brunswick,BQK,GA,Brunswick Golden Isles,83,14,7.64,0,1.41,0,4.95,5,0,853,559,0,51,0,243
4,Buffalo,BUF,NY,Buffalo Niagara International,1506,274,96.36,9.84,37.24,0,130.55,31,3,16595,5838,1157,1460,0,8140
4,Bullhead City,IFP,AZ,Laughlin/Bullhead International,30,2,0,0,1.44,0,0.56,0,0,60,0,0,36,0,24
4,Burbank,BUR,CA,Bob Hope,2062,387,96.53,3.77,78.08,0.72,207.89,30,3,17786,4072,222,3015,21,10456
4,Burlington,BTV,VT,Burlington International,307,74,26.36,3.33,16.18,0,28.15,10,1,6392,2942,709,659,0,2082
4,Butte,BTM,MT,Bert Mooney,55,2,0.81,0,0,0,1.19,1,2,125,69,0,0,0,56
4,Casper,CPR,WY,Casper/Natrona County International,65,5,1,0,1.07,0,2.93,0,0,434,250,0,21,0,163
4,Cedar City,CDC,UT,Cedar City Regional,50,6,1.76,0,3.53,0,0.7,0,0,170,86,0,73,0,11
4,Cedar Rapids/Iowa City,CID,IA,The Eastern Iowa,446,83,33.64,2.26,24.33,0,22.76,7,1,6179,2857,231,1475,0,1616
4,Charleston,CHS,SC,Charleston AFB/International,1184,260,87.22,16.4,55.21,0,101.18,27,3,21529,6656,3040,2602,0,9231
4,Charleston/Dunbar,CRW,WV,Yeager,193,52,19.66,3,3.92,0,25.42,7,0,4067,1881,420,174,0,1592
4,Charlotte,CLT,NC,Charlotte Douglas International,9452,1641,419.35,53.82,573.77,2.78,591.29,98,8,107570,31284,6014,24475,90,45707
4,Charlotte Amalie,STT,VI,Cyril E King,477,97,38.16,4.27,31.81,0.39,22.34,2,0,6063,2817,249,1320,17,1660
4,Charlottesville,CHO,VA,Charlottesville Albemarle,168,37,14.92,1.62,6.91,0,13.54,7,0,2060,736,81,266,0,977
4,Chattanooga,CHA,TN,Lovell Field,453,122,36.43,1.97,30.58,0.8,52.2,25,1,10685,4330,145,1304,37,4869
4,Chicago,MDW,IL,Chicago Midway International,7137,1025,277.91,28.15,206.66,0,512.29,60,16,54693,15696,3098,7522,0,28377
4,Chicago,ORD,IL,Chicago O'Hare International,21436,3587,783.23,95.78,1328.76,5.9,1373.35,263,40,273275,80707,13643,70499,141,108285
4,Christiansted,STX,VI,Henry E. Rohlsen,100,15,7.8,0.71,2.43,1,3.06,1,1,970,713,22,96,17,122
4,Cincinnati,CVG,OH,Cincinnati/Northern Kentucky International,1359,268,95.12,15.31,58.77,0,98.8,28,2,21168,7806,2056,2384,0,8922
4,Cleveland,CLE,OH,Cleveland-Hopkins International,2784,579,184.73,18.41,115.36,0.12,260.36,52,6,47410,16466,2826,6378,2,21738
4,Cody,COD,WY,Yellowstone Regional,60,2,1,0,1,0,0,0,2,64,44,0,20,0,0
4,College Station/Bryan,CLL,TX,Easterwood Field,136,36,11.36,1.75,6.92,0,15.97,5,2,3645,1889,143,302,0,1311
4,Colorado Springs,COS,CO,City of Colorado Springs Municipal,686,125,47.2,5.55,34.1,0.75,37.39,10,0,7119,2994,376,1290,62,2397
4,Columbia,CAE,SC,Columbia Metropolitan,353,75,34.29,4.08,12.78,0,23.84,19,1,7536,3913,570,641,0,2412
4,Columbia,COU,MO,Columbia Regional,30,13,4.15,0.31,3.16,0,5.38,0,0,900,330,52,176,0,342
4,Columbus,CMH,OH,John Glenn Columbus International,2062,348,121.37,17.78,66.1,0,142.76,29,2,22800,7815,2602,2664,0,9719
4,Columbus,CSG,GA,Columbus Airport,104,16,5.72,0,1,0,9.28,7,0,1502,484,0,67,0,951
4,Columbus,GTR,MS,Golden Triangle Regional,85,11,5.1,0,1.84,0,4.06,3,0,845,278,0,151,0,416
4,Cordova,CDV,AK,Merle K Mudhole Smith,60,2,1.95,0,0.05,0,0,0,0,51,50,0,1,0,0
4,Corpus Christi,CRP,TX,Corpus Christi International,218,39,9.44,0.79,7.73,0,21.03,3,0,2299,631,143,269,0,1256
4,Dallas,DAL,TX,Dallas Love Field,5706,1207,264.61,33.05,351.41,0.38,557.53,97,24,61753,13353,2850,14528,13,31009
4,Dallas/Fort Worth,DFW,TX,Dallas/Fort Worth International,14206,2808,651.84,88.59,1052.54,2.53,1012.51,247,56,239049,74584,10671,61292,71,92431
4,Dayton,DAY,OH,James M Cox/Dayton International,569,92,34.52,6.58,13.78,0,37.12,13,1,6635,2478,973,538,0,2646
4,Daytona Beach,DAB,FL,Daytona Beach International,178,33,13.86,6.19,4.08,0,8.87,10,0,2724,1153,657,164,0,750
4,Deadhorse,SCC,AK,Deadhorse Airport,60,8,1.95,2.67,2.47,0,0.91,0,1,333,43,125,123,0,42
4,Denver,DEN,CO,Denver International,17721,2443,681.27,74.38,605.16,0.59,1081.62,88,24,156149,51840,7450,22726,13,74120
4,Des Moines,DSM,IA,Des Moines International,674,124,46.84,2.2,27.84,0,47.1,11,2,8758,3344,239,1302,0,3873
4,Detroit,DTW,MI,Detroit Metro Wayne County,10395,1753,544.42,70.18,347.22,1.5,789.68,220,9,181988,74211,10690,24808,25,72254
4,Devils Lake,DVL,ND,Devils Lake Regional,51,4,1.91,1,0.09,0,1,2,1,271,149,23,8,0,91
4,Dothan,DHN,AL,Dothan Regional,90,10,4.51,0,0.17,0,5.31,4,0,1630,538,0,32,0,1060
4,Duluth,DLH,MN,Duluth International,167,18,8.62,2.98,0.68,0,5.72,2,0,1584,459,823,36,0,266
4,Durango,DRO,CO,Durango La Plata County,72,10,3,0,3.98,0,3.02,0,0,699,115,0,120,0,464
4,Eagle,EGE,CO,Eagle County Regional,30,3,1,0,2,0,0,1,0,127,52,0,75,0,0
4,Eau Claire,EAU,WI,Chippewa Valley Regional,55,6,1,0,0.86,0,4.14,1,0,208,25,0,20,0,163
4,El Paso,ELP,TX,El Paso International,900,190,52.33,6.06,26.3,0,105.31,7,1,10655,3187,472,887,0,6109
4,Elko,EKO,NV,Elko Regional,55,3,1.93,0,0.07,0,1,0,1,781,700,0,3,0,78
4,Elmira/Corning,ELM,NY,Elmira/Corning Regional,80,18,10.13,0,2.32,0,5.55,0,0,2606,1706,0,79,0,821
4,Erie,ERI,PA,Erie International/Tom Ridge Field,140,30,8.68,2.86,7.09,0,11.37,1,0,1854,589,234,258,0,773
4,Escanaba,ESC,MI,Delta County,50,5,2.4,1,1.27,0,0.32,1,0,248,74,111,38,0,25
4,Eugene,EUG,OR,Mahlon Sweet Field,349,54,20.91,0.02,12.34,0,20.72,1,0,4363,2449,4,370,0,1540
4,Evansville,EVV,IN,Evansville Regional,242,54,12.31,0.75,12.48,0,28.46,6,2,4756,1735,48,478,0,2495
4,Fairbanks,FAI,AK,Fairbanks International,185,24,6.46,0,7.44,0,10.1,0,0,1191,208,0,178,0,805
4,Fargo,FAR,ND,Hector International,184,20,9.52,1,2,0,7.48,2,1,1906,924,15,206,0,761
4,Fayetteville,FAY,NC,Fayetteville Regional/Grannis Field,137,19,8.57,1.62,2.93,0,5.88,8,0,1794,910,200,94,0,590
4,Fayetteville,XNA,AR,Northwest Arkansas Regional,464,107,34.59,5.78,18.04,0,48.59,12,5,9030,2388,756,946,0,4940
4,Flagstaff,FLG,AZ,Flagstaff Pulliam,120,12,5.58,0,0.48,0,5.94,0,0,846,370,0,14,0,462
4,Flint,FNT,MI,Bishop International,363,75,22.37,2.03,15.22,0,35.36,12,1,5878,1498,139,732,0,3509
4,Fort Lauderdale,FLL,FL,Fort Lauderdale-Hollywood International,7946,1684,473.95,63.53,550.07,6.95,589.5,115,20,114740,32600,6598,26251,291,49000
4,Fort Myers,RSW,FL,Southwest Florida International,3594,637,187.59,26.16,204.93,0.42,217.92,49,5,43952,13266,4135,9241,23,17287
4,Fort Smith,FSM,AR,Fort Smith Regional,58,9,3.19,0.64,1.29,0,3.88,2,0,894,281,28,39,0,546
4,Fort Wayne,FWA,IN,Fort Wayne International,449,103,31.38,0.94,13.05,0,57.63,10,2,10776,4523,157,745,0,5351
4,Fresno,FAT,CA,Fresno Yosemite International,700,127,31.19,0.39,33.27,0,62.15,4,0,8572,2756,7,1119,0,4690
4,Gainesville,GNV,FL,Gainesville Regional,194,30,17.28,0.61,3.48,0,8.63,10,0,2655,1424,28,142,0,1061
4,Garden City,GCK,KS,Garden City Regional,6,1,0,0,0,0,1,0,0,101,0,0,0,0,101
4,Gillette,GCC,WY,Gillette Campbell County,85,10,4.35,0,1.37,0,4.28,0,2,437,178,0,45,0,214
4,Grand Forks,GFK,ND,Grand Forks International,113,17,8.5,1.86,3.02,0,3.62,0,0,847,530,78,117,0,122
4,Grand Junction,GJT,CO,Grand Junction Regional,270,28,11.49,0,9.48,0,7.03,1,3,1366,669,0,240,0,457
4,Grand Rapids,GRR,MI,Gerald R. Ford International,924,163,70.24,9.31,34.96,0,48.48,20,1,13514,5957,1793,1600,0,4164
4,Great Falls,GTF,MT,Great Falls International,110,7,4,0,1,0,2,0,0,432,275,0,55,0,102
4,Green Bay,GRB,WI,Green Bay Austin Straubel International,393,78,33.51,1.76,11.89,0,30.85,10,0,6338,2911,154,431,0,2842
4,Greensboro/High Point,GSO,NC,Piedmont Triad International,431,93,38.38,7.98,20.06,0,26.58,23,0,8031,3319,1162,1139,0,2411
4,Greer,GSP,SC,Greenville-Spartanburg International,567,139,50.33,11.62,19.84,0,57.21,17,0,9757,3252,1432,949,0,4124
4,Guam,GUM,TT,Guam International,30,2,0.72,0,1.28,0,0,0,0,45,18,0,27,0,0
4,Gulfport/Biloxi,GPT,MS,Gulfport-Biloxi International,197,39,10.45,10.43,10.57,0,7.55,5,0,3626,529,1474,622,0,1001
4,Gunnison,GUC,CO,Gunnison-Crested Butte Regional,4,1,0,1,0,0,0,0,0,42,0,42,0,0,0
4,Hancock/Houghton,CMX,MI,Houghton County Memorial,60,6,2,0.99,0.03,0,2.99,3,1,366,93,91,1,0,181
4,Harlingen/San Benito,HRL,TX,Valley International,248,41,7.88,0.52,3.68,0,28.92,4,0,2056,358,60,138,0,1500
4,Harrisburg,MDT,PA,Harrisburg International,272,41,14.68,5.66,7.12,0,13.55,4,0,2468,712,644,334,0,778
4,Hartford,BDL,CT,Bradley International,1857,368,145.13,17.63,66.94,0,138.3,32,2,24274,9550,2772,2429,0,9523
4,Hattiesburg/Laurel,PIB,MS,Hattiesburg-Laurel Regional,50,16,2.67,0,3.2,0,10.13,0,0,1949,158,0,109,0,1682
4,Hayden,HDN,CO,Yampa Valley,37,8,1.88,0,3.48,0,2.64,0,0,380,133,0,114,0,133
4,Hays,HYS,KS,Hays Regional,50,3,0,0,1.16,0,1.84,0,0,78,0,0,29,0,49
4,Helena,HLN,MT,Helena Regional,139,8,5.24,0,1.69,0,1.07,0,0,347,248,0,51,0,48
4,Hibbing,HIB,MN,Range Regional,50,4,1.97,0,1,0,1.03,0,0,226,150,0,46,0,30
4,Hilo,ITO,HI,Hilo International,542,50,26.4,0.78,1.68,0,21.14,0,0,1910,957,37,63,0,853
4,Hobbs,HOB,NM,Lea County Regional,47,9,4.99,0.97,2.03,0,1.01,1,1,438,306,61,38,0,33
4,Honolulu,HNL,HI,Daniel K Inouye International,3906,613,273.81,20.18,126.33,0,192.66,11,5,29318,13476,682,4483,0,10677
4,Houston,HOU,TX,William P Hobby,4486,859,186.98,30.52,221.43,0.82,419.24,64,15,43221,8139,2597,8584,18,23883
4,Houston,IAH,TX,George Bush Intercontinental/Houston,10596,1497,353.09,51.82,542.55,0.86,548.67,79,46,116775,37264,7973,30381,71,41086
4,Huntsville,HSV,AL,Huntsville International-Carl T Jones Field,323,46,12.33,6.8,12.21,0,14.67,13,0,4753,1515,859,789,0,1590
4,Idaho Falls,IDA,ID,Idaho Falls Regional,198,19,7.53,0,4.29,0,7.18,0,0,1184,588,0,148,0,448
4,Indianapolis,IND,IN,Indianapolis International,2366,421,119.11,21.61,89.16,0.36,190.75,37,6,26779,6881,3002,3356,16,13524
4,International Falls,INL,MN,Falls International Einarson Field,52,3,1,0,0,0,2,0,0,205,138,0,0,0,67
4,Iron Mountain/Kingsfd,IMT,MI,Ford,55,7,4.71,1,1.01,0,0.28,0,0,510,415,39,48,0,8
4,Islip,ISP,NY,Long Island MacArthur,418,85,27.9,1.83,12.43,0,42.85,2,1,4462,1423,53,400,0,2586
4,Ithaca/Cortland,ITH,NY,Ithaca Tompkins Regional,85,15,7.64,1.08,1.56,0,4.72,0,1,1315,606,332,144,0,233
4,Jackson,JAC,WY,Jackson Hole,98,17,10.65,1.11,3.14,0,2.09,1,1,931,632,71,104,0,124
4,Jackson/Vicksburg,JAN,MS,Jackson Medgar Wiley Evers International,378,75,26.37,9.38,13.74,0,25.5,15,2,5549,1308,1681,669,0,1891
4,Jacksonville,JAX,FL,Jacksonville International,1541,330,123.51,24.8,62.1,0,119.59,35,2,23924,7881,3441,3224,0,9378
4,Jacksonville/Camp Lejeune,OAJ,NC,Albert J Ellis,114,23,10.97,1.13,2.99,0,7.9,2,0,2294,1489,62,179,0,564
4,Jamestown,JMS,ND,Jamestown Regional,81,4,2,0,0,0,2,3,0,349,172,0,0,0,177
4,Juneau,JNU,AK,Juneau International,315,21,7.87,1.93,2.95,1,7.24,0,1,1050,391,116,84,16,443
4,Kahului,OGG,HI,Kahului Airport,1975,292,124.84,12.6,82.18,0,72.37,2,3,13238,5768,450,2556,0,4464
4,Kalamazoo,AZO,MI,Kalamazoo/Battle Creek International,229,48,17.39,1,12.41,0,17.2,6,0,3818,1847,149,481,0,1341
4,Kalispell,FCA,MT,Glacier Park International,145,16,5.97,0,3.11,0,6.92,1,0,923,469,0,75,0,379
4,Kansas City,MCI,MO,Kansas City International,3705,644,194.62,23.5,119.65,0.44,305.78,55,6,38630,13488,2874,4664,15,17589
4,Ketchikan,KTN,AK,Ketchikan International,175,18,4.88,0,3.35,0,9.77,0,0,618,139,0,77,0,402
4,Key West,EYW,FL,Key West International,179,34,14.26,7.49,4.18,0,8.07,7,1,3296,991,1263,159,0,883
4,Killeen,GRK,TX,Robert Gray AAF,107,23,9.67,0,2.95,0,10.38,3,0,2650,1688,0,124,0,838
4,Knoxville,TYS,TN,McGhee Tyson,548,126,41.67,7.2,28.88,0,48.24,18,1,10745,3498,947,1257,0,5043
4,Kodiak,ADQ,AK,Kodiak Airport,55,2,0,2,0,0,0,1,0,215,0,215,0,0,0
4,Kona,KOA,HI,Ellison Onizuka Kona International at Keahole,1046,109,46.7,3.24,32.68,0,26.37,5,2,5499,2404,90,1007,0,1998
4,Kotzebue,OTZ,AK,Ralph Wien Memorial,60,1,1,0,0,0,0,0,1,43,43,0,0,0,0
4,La Crosse,LSE,WI,La Crosse Regional,170,39,11.46,0.09,13.13,0,14.31,3,0,2706,563,21,397,0,1725
4,Lafayette,LFT,LA,Lafayette Regional Paul Fournet Field,222,28,7.99,1.26,8.63,0,10.13,13,1,1984,580,177,275,0,952
4,Lake Charles,LCH,LA,Lake Charles Regional,127,27,9.39,0.52,3.87,0,13.22,1,1,2069,807,66,219,0,977
4,Lansing,LAN,MI,Capital Region International,247,45,19.53,0.8,10.62,0,14.06,5,1,3696,1533,47,596,0,1520
4,Laramie,LAR,WY,Laramie Regional,50,5,3.19,0,1.81,0,0,0,0,133,104,0,29,0,0
4,Laredo,LRD,TX,Laredo International,197,46,23.95,0,5.27,0,16.77,4,1,4719,3150,0,308,0,1261
4,Las Vegas,LAS,NV,McCarran International,12577,2261,611.03,49.79,537.68,2.48,1060.03,86,9,121363,37901,4483,19875,154,58950
4,Latrobe,LBE,PA,Arnold Palmer Regional,115,12,5.62,0,3.14,0,3.24,4,0,1113,360,0,327,0,426
4,Lawton/Fort Sill,LAW,OK,Lawton-Fort Sill Regional,111,43,18,0,6.02,0,18.99,1,0,3959,1944,0,250,0,1765
4,Lewiston,LWS,ID,Lewiston Nez Perce County,60,2,0,0,0,0,2,0,0,95,0,0,0,0,95
4,Lexington,LEX,KY,Blue Grass,452,97,49.1,4.56,14.45,0,28.91,15,0,8290,4613,641,858,0,2178
4,Lihue,LIH,HI,Lihue Airport,970,126,55.22,0.68,42.04,0,28.04,0,1,6684,2804,28,1328,0,2524
4,Lincoln,LNK,NE,Lincoln Airport,250,35,13.45,2.72,9.49,0,9.34,4,0,2488,1429,168,406,0,485
4,Little Rock,LIT,AR,Bill and Hillary Clinton Nat Adams Field,634,119,45.29,7.41,26.53,0,39.77,16,0,10060,3824,1296,1270,0,3670
4,Long Beach,LGB,CA,Long Beach Airport,1367,234,71.64,0.96,35.2,0,126.21,10,1,13762,3904,78,1380,0,8400
4,Los Angeles,LAX,CA,Los Angeles International,17436,5300,918.48,126.76,2859.94,6.76,1388.07,177,14,298063,66491,12577,117400,402,101193
4,Louisville,SDF,KY,Louisville Muhammad Ali International,800,156,49.51,14.61,30.35,0,61.52,21,1,11741,3573,2323,1057,0,4788
4,Lubbock,LBB,TX,Lubbock Preston Smith International,387,82,22.04,3.82,12.9,0,43.27,6,0,6087,2255,247,570,0,3015
4,Madison,MSN,WI,Dane County Regional-Truax Field,803,122,51.14,6.39,18.92,0,45.55,17,0,9785,4158,968,828,0,3831
4,Mammoth Lakes,MMH,CA,Mammoth Lakes Airport,3,1,0.41,0,0,0,0.59,0,0,102,42,0,0,0,60
4,Manchester,MHT,NH,Manchester-Boston Regional,475,78,26.25,1.46,13.53,0,36.76,7,3,3537,1141,24,472,0,1900
4,Manhattan/Ft. Riley,MHK,KS,Manhattan Regional,50,14,2.12,0,3.99,0,7.89,1,0,681,153,0,156,0,372
4,Marquette,MQT,MI,Sawyer International,85,14,2,3.29,0.74,0,7.97,0,0,803,124,191,13,0,475
4,Medford,MFR,OR,Rogue Valley International - Medford,203,39,13,0,10.97,0,15.03,7,0,1792,511,0,325,0,956
4,Melbourne,MLB,FL,Melbourne International,143,38,17.65,5.08,4.3,0,10.97,12,0,3258,1484,813,142,0,819
4,Memphis,MEM,TN,Memphis International,1266,271,77.64,18.83,63.45,0,111.1,33,7,20866,6197,3086,2870,0,8713
4,Meridian,MEI,MS,Key Field,80,18,8.92,0,6.09,0,2.99,1,1,1736,982,0,329,0,425
4,Miami,MIA,FL,Miami International,5745,1075,353.96,39.69,346.62,1,333.72,71,4,78487,28274,6685,14170,24,29334
4,Midland/Odessa,MAF,TX,Midland International Air and Space Port,442,88,21.47,2.37,20.32,0,43.84,4,1,4271,1068,183,662,0,2358
4,Milwaukee,MKE,WI,General Mitchell International,2775,536,174.39,16.95,90.88,1.05,252.73,34,5,35513,12644,2436,3441,119,16873
4,Minneapolis,MSP,MN,Minneapolis-St Paul International,11227,1527,528,66.66,308.89,0.81,622.65,153,11,134836,66661,8174,11704,22,48275
4,Minot,MOT,ND,Minot International,139,22,9.95,1,4.55,0,6.5,0,0,1489,505,63,108,0,813
4,Mission/McAllen/Edinburg,MFE,TX,McAllen Miller International,214,43,19.3,2.36,4.69,0,16.64,1,0,2759,1142,117,231,0,1269
4,Missoula,MSO,MT,Missoula International,143,20,12.88,0,3.05,0,4.07,2,1,1993,1538,0,100,0,355
4,Mobile,MOB,AL,Mobile Regional,321,59,16.3,8.34,12.65,0,21.7,13,0,5695,2521,723,659,0,1792
4,Moline,MLI,IL,Quad City International,284,65,20.34,0,13.42,0,31.23,9,0,4539,1623,0,571,0,2345
4,Monroe,MLU,LA,Monroe Regional,160,34,14.82,0,4.84,0,14.35,3,2,3082,1812,0,237,0,1033
4,Monterey,MRY,CA,Monterey Regional,211,61,13.39,0.3,14.38,0,32.94,9,0,3767,1270,13,529,0,1955
4,Montgomery,MGM,AL,Montgomery Regional,121,32,11.24,4.42,5.33,0,11.01,6,0,4500,2003,615,312,0,1570
4,Montrose/Delta,MTJ,CO,Montrose Regional,14,2,1,0.93,0.07,0,0,0,0,65,23,39,3,0,0
4,Mosinee,CWA,WI,Central Wisconsin,140,26,11.95,0,3.72,1,9.33,5,0,1941,829,0,188,17,907
4,Muskegon,MKG,MI,Muskegon County,55,5,1.89,0,0.57,0,2.54,1,0,335,98,0,89,0,148
4,Myrtle Beach,MYR,SC,Myrtle Beach International,532,82,28.88,6.12,29.52,0,17.49,13,1,6431,1413,948,2008,0,2062
4,Nashville,BNA,TN,Nashville International,4336,887,268.86,23.88,198.99,0.76,394.55,50,6,52706,17381,2685,7585,48,25007
4,New Bern/Morehead/Beaufort,EWN,NC,Coastal Carolina Regional,55,11,5.33,0,0.2,0,5.47,1,0,1112,580,0,47,0,485
4,New Orleans,MSY,LA,Louis Armstrong New Orleans International,3986,781,251.29,40.33,162.01,1.34,326.02,47,4,51851,15252,4751,8090,130,23628
4,New York,JFK,NY,John F. Kennedy International,7939,2534,441.43,43.29,1392.43,2.83,654.03,177,18,234135,42675,6746,122598,184,61932
4,New York,LGA,NY,LaGuardia,7542,2141,460.93,96.17,1126.57,0.46,456.88,233,35,180231,49539,9890,77839,62,42901
4,Newark,EWR,NJ,Newark Liberty International,9793,2955,469.94,77.83,1738.14,2.15,666.94,139,8,228739,43202,7097,118474,67,59899
4,Newburgh/Poughkeepsie,SWF,NY,New York Stewart International,115,31,19.36,0.75,3.26,0,7.63,1,0,2796,1928,30,156,0,682
4,Newport News/Williamsburg,PHF,VA,Newport News/Williamsburg International,90,18,9.31,1.15,0.69,0,6.85,6,0,1973,905,361,46,0,661
4,Niagara Falls,IAG,NY,Niagara Falls International,68,10,6.88,0,2.12,0,1,4,0,675,545,0,104,0,26
4,Nome,OME,AK,Nome Airport,60,1,0.13,0,0,0,0.88,0,0,88,11,0,0,0,77
4,Norfolk,ORF,VA,Norfolk International,943,197,70.96,14.46,35.15,0,76.45,26,0,14053,4945,2189,1558,0,5361
4,North Bend/Coos Bay,OTH,OR,Southwest Oregon Regional,17,8,1.45,0,1.65,0,4.89,4,0,663,110,0,60,0,493
4,Oakland,OAK,CA,Metropolitan Oakland International,3929,851,200.23,4.72,223.65,0.58,421.82,29,2,38626,10283,377,7687,14,20265
4,Oklahoma City,OKC,OK,Will Rogers World,1204,230,74.8,11.06,51.58,0,92.58,18,5,14268,5163,1220,1961,0,5924
4,Omaha,OMA,NE,Eppley Airfield,1538,272,90.78,7.06,58.92,0,115.24,22,2,18417,7075,2007,1913,0,7422
4,Ontario,ONT,CA,Ontario International,1636,340,91.58,3.2,50.51,0,194.73,22,0,17567,5070,365,1774,0,10358
4,Orlando,MCO,FL,Orlando International,11625,2143,601.01,71.07,630.14,2.13,838.63,103,6,146216,43381,9483,27853,76,65423
4,Paducah,PAH,KY,Barkley Regional,56,14,6.37,0,2.95,0,4.68,2,1,1305,966,0,72,0,267
4,Pago Pago,PPG,TT,Pago Pago International,8,1,1,0,0,0,0,0,0,22,22,0,0,0,0
4,Palm Springs,PSP,CA,Palm Springs International,940,176,36.84,2.23,41.09,0,95.84,14,0,11184,2559,94,1218,0,7313
4,Panama City,ECP,FL,Northwest Florida Beaches International,426,72,21.41,12,12.77,0,25.83,9,3,5912,1420,1469,662,0,2361
4,Pasco/Kennewick/Richland,PSC,WA,Tri Cities,289,30,12.32,0.09,6.16,0,11.43,2,0,1840,691,6,159,0,984
4,Pellston,PLN,MI,Pellston Regional Airport of Emmet County,79,7,4,0,0,0,3,1,2,680,590,0,0,0,90
4,Pensacola,PNS,FL,Pensacola International,460,109,33.3,17.91,23.55,0,34.24,16,2,7279,1287,2085,1225,0,2682
4,Peoria,PIA,IL,General Downing - Peoria International,187,57,18.16,2.89,14.77,0,21.17,1,2,5268,1662,1185,665,0,1756
4,Petersburg,PSG,AK,Petersburg James A Johnson,60,1,0,0,0,0,1,0,0,124,0,0,0,0,124
4,Philadelphia,PHL,PA,Philadelphia International,6126,1280,327.27,40.9,500.98,1.51,409.33,88,2,84297,22170,4448,22855,46,34778
4,Phoenix,PHX,AZ,Phoenix Sky Harbor International,13278,2049,602.13,41.34,459.28,2.93,943.33,65,15,111011,37355,3342,14477,94,55743
4,Pittsburgh,PIT,PA,Pittsburgh International,2328,453,162.13,16.66,77.32,0,196.88,34,2,28368,11076,1967,2887,0,12438
4,Plattsburgh,PBG,NY,Plattsburgh International,56,16,7.09,0,5.44,0,3.47,0,0,618,205,0,272,0,141
4,Pocatello,PIH,ID,Pocatello Regional,80,11,1.79,0,8.21,0,1,0,0,611,211,0,244,0,156
4,Ponce,PSE,PR,Mercedita,60,17,7.25,0,3.17,0,6.58,0,0,809,275,0,92,0,442
4,Portland,PDX,OR,Portland International,4795,1063,244.43,19.71,351.42,2.84,444.59,26,12,56444,15799,1508,11441,70,27626
4,Portland,PWM,ME,Portland International Jetport,576,110,39.34,0.21,31.04,0,39.39,21,0,7001,3577,7,1238,0,2179
4,Providence,PVD,RI,Theodore Francis Green State,1209,219,80.02,8.14,38.33,0.13,92.38,21,2,13127,5038,664,1368,9,6048
4,Punta Gorda,PGD,FL,Punta Gorda Airport,38,6,0.91,0,3.13,0,1.95,1,0,452,231,0,172,0,49
