month,City,Air_code,State,Airport,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
10,Marquette,MQT,MI,Sawyer International,58,7,0.99,0,2.97,0,3.04,0,0,285,35,0,108,0,142
10,Martha's Vineyard,MVY,MA,Martha's Vineyard Airport,16,2,1.01,0,0,0,0.99,0,0,194,30,0,0,0,164
10,Medford,MFR,OR,Rogue Valley International - Medford,366,52,17.17,0.96,9.9,0,23.97,6,1,3769,1480,46,303,0,1940
10,Melbourne,MLB,FL,Melbourne International,118,9,3.89,1.68,1.31,0,2.12,0,0,199,92,32,30,0,45
10,Memphis,MEM,TN,Memphis International,1282,168,71.48,3.67,39.51,1,52.33,3,0,8228,4221,91,1115,25,2776
10,Meridian,MEI,MS,Key Field,93,25,5.28,0,7.84,0.13,11.75,2,0,1712,352,0,338,3,1019
10,Miami,MIA,FL,Miami International,5491,790,281.84,14.73,286.82,3.14,203.47,62,21,45451,17891,709,9625,145,17081
10,Midland/Odessa,MAF,TX,Midland International Air and Space Port,451,56,20.69,0,7.47,0,27.83,2,0,2784,1052,0,252,0,1480
10,Milwaukee,MKE,WI,General Mitchell International,2302,341,132.5,7.08,71.89,0.41,129.13,10,9,20931,10414,368,2309,7,7833
10,Minneapolis,MSP,MN,Minneapolis-St Paul International,12064,1289,348.8,24.15,418.81,3.38,493.86,26,24,87342,36251,2133,13252,481,35225
10,Minot,MOT,ND,Minot International,146,29,6.89,0,12.18,0,9.93,2,0,1459,504,0,281,0,674
10,Mission/McAllen/Edinburg,MFE,TX,McAllen Miller International,197,26,11.27,1.04,4.54,0,9.15,0,0,1618,756,60,147,0,655
10,Missoula,MSO,MT,Missoula International,208,21,6.07,0.72,6.61,0,7.6,0,1,1046,307,21,188,0,530
10,Mobile,MOB,AL,Mobile Regional,194,16,5.31,2.2,5.42,0,3.07,2,1,1714,281,122,1169,0,142
10,Moline,MLI,IL,Quad City International,178,37,18.93,0,9.47,0,8.6,1,1,2372,1564,0,233,0,575
10,Monroe,MLU,LA,Monroe Regional,217,40,20.73,1,3.86,0,14.41,0,0,5165,2871,53,114,0,2127
10,Monterey,MRY,CA,Monterey Regional,206,43,9.6,0.76,9.58,0,23.06,9,3,3181,858,22,443,0,1858
10,Montgomery,MGM,AL,Montgomery Regional,168,36,14.96,1,5.99,0,14.06,0,0,3868,2839,82,185,0,762
10,Montrose/Delta,MTJ,CO,Montrose Regional,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Mosinee,CWA,WI,Central Wisconsin,57,9,5.94,0,1.79,0,1.27,1,0,335,257,0,43,0,35
10,Muskegon,MKG,MI,Muskegon County,58,9,6.91,0,2.09,0,0,1,0,893,840,0,53,0,0
10,Myrtle Beach,MYR,SC,Myrtle Beach International,625,49,16.1,2.22,16.38,0.56,13.74,4,1,3065,936,93,1077,26,933
10,Nantucket,ACK,MA,Nantucket Memorial,39,10,2.28,2.82,4.44,0,0.46,1,0,673,99,317,237,0,20
10,Nashville,BNA,TN,Nashville International,5012,701,246.7,8.94,147.98,2.2,295.18,12,3,36560,13973,1795,4493,101,16198
10,New Orleans,MSY,LA,Louis Armstrong New Orleans International,4075,628,239.51,10.2,164.72,1.95,211.63,23,3,28711,11423,676,5116,46,11450
10,New York,JFK,NY,John F. Kennedy International,7577,1752,264.09,20.11,1126.16,5.07,336.58,121,20,167650,24836,2811,108696,341,30966
10,New York,LGA,NY,LaGuardia,8223,1684,370.59,34.4,845.52,6.51,426.99,144,22,120248,28653,2291,56066,427,32811
10,Newark,EWR,NJ,Newark Liberty International,9877,2428,334.14,44.5,1627.43,1.19,420.75,159,6,169489,26333,4517,107457,90,31092
10,Newburgh/Poughkeepsie,SWF,NY,New York Stewart International,120,22,11.16,1,5.62,0,4.22,0,0,1598,1065,30,192,0,311
10,Newport News/Williamsburg,PHF,VA,Newport News/Williamsburg International,83,13,8.37,0,1.16,0,3.47,1,0,589,426,0,21,0,142
10,Niagara Falls,IAG,NY,Niagara Falls International,22,2,1,0,0.18,0,0.82,0,0,79,29,0,9,0,41
10,Nome,OME,AK,Nome Airport,62,7,2.93,0,2.13,0,1.94,1,1,221,129,0,54,0,38
10,Norfolk,ORF,VA,Norfolk International,1082,141,54.97,2,30.16,0,53.87,7,0,9430,4388,116,1819,0,3107
10,North Bend/Coos Bay,OTH,OR,Southwest Oregon Regional,33,10,1.59,0.38,3.11,0,4.91,5,2,655,177,10,130,0,338
10,Oakland,OAK,CA,Metropolitan Oakland International,4465,589,188.84,2.64,94.24,0.46,302.83,41,5,25828,9059,99,2986,9,13675
10,Oklahoma City,OKC,OK,Will Rogers World,1302,190,81.47,1.54,46.86,0.78,59.35,0,1,8232,3571,82,1648,18,2913
10,Omaha,OMA,NE,Eppley Airfield,1644,219,77.49,3.93,48.84,0,88.76,6,1,12049,5209,196,1698,0,4946
10,Ontario,ONT,CA,Ontario International,1850,276,96.25,1.65,36.34,0.83,140.93,17,0,13462,4970,42,1062,15,7373
10,Orlando,MCO,FL,Orlando International,10228,1512,500.74,19.11,462.16,6,523.99,83,9,82001,27383,1003,15440,391,37784
10,Paducah,PAH,KY,Barkley Regional,58,12,4.92,0,2.98,0,4.09,0,0,726,216,0,145,0,365
10,Pago Pago,PPG,TT,Pago Pago International,9,4,3,0,0,1,0,0,0,156,140,0,0,16,0
10,Palm Springs,PSP,CA,Palm Springs International,692,106,25.85,0.73,22.45,0,56.99,9,0,6891,1475,26,670,0,4720
10,Panama City,ECP,FL,Northwest Florida Beaches International,340,45,21.08,1.96,8.69,0,13.26,0,2,2074,1091,222,235,0,526
10,Pasco/Kennewick/Richland,PSC,WA,Tri Cities,437,93,16.65,0.6,27.54,0,48.21,12,1,4939,676,33,958,0,3272
10,Pellston,PLN,MI,Pellston Regional Airport of Emmet County,63,8,3.37,0,3.36,0.05,1.23,3,8,434,315,0,73,1,45
10,Pensacola,PNS,FL,Pensacola International,413,53,19.37,4.15,8.21,0,21.26,13,1,2880,855,620,302,0,1103
10,Peoria,PIA,IL,General Downing - Peoria International,270,69,25.2,2.68,7.92,0,33.2,0,0,5712,2940,238,331,0,2203
10,Petersburg,PSG,AK,Petersburg James A Johnson,62,11,1.05,1,3.11,0,5.84,2,1,528,31,40,69,0,388
10,Philadelphia,PHL,PA,Philadelphia International,6077,939,287.69,18.55,348.29,3.94,280.55,25,3,50040,16793,866,12823,233,19325
10,Phoenix,PHX,AZ,Phoenix Sky Harbor International,12555,1489,486.24,17.47,361.2,5.09,618.99,72,12,76369,31608,927,10218,184,33432
10,Pittsburgh,PIT,PA,Pittsburgh International,2391,312,130.66,1.79,48.35,2,129.2,7,0,17610,8423,94,1701,127,7265
10,Plattsburgh,PBG,NY,Plattsburgh International,9,1,0.24,0,0.03,0,0.73,0,0,33,8,0,1,0,24
10,Pocatello,PIH,ID,Pocatello Regional,89,5,3.51,0,1,0,0.49,0,0,146,101,0,29,0,16
10,Ponce,PSE,PR,Mercedita,31,0,0,0,0,0,0,20,0,0,0,0,0,0,0
10,Portland,PDX,OR,Portland International,5651,828,226.25,6.59,215.22,3.32,376.63,64,12,45421,13513,546,6621,125,24616
10,Portland,PWM,ME,Portland International Jetport,451,53,25.26,1.27,7.07,0,19.4,6,0,2566,1116,36,239,0,1175
10,Providence,PVD,RI,Theodore Francis Green State,1219,153,61.17,4.11,35.25,0,52.46,13,7,8768,3463,834,1144,0,3327
10,Raleigh/Durham,RDU,NC,Raleigh-Durham International,3161,472,203.4,5.9,110.78,0,151.94,9,13,26115,12898,310,3880,0,9027
10,Rapid City,RAP,SD,Rapid City Regional,328,33,14.63,0,7.9,0.17,10.29,1,1,1847,833,0,424,4,586
10,Redding,RDD,CA,Redding Municipal,88,16,3.48,0,3.36,0,9.15,5,1,1240,374,0,125,0,741
10,Reno,RNO,NV,Reno/Tahoe International,1365,197,69.4,0,42.08,0,85.52,8,1,9686,3994,0,1292,0,4400
10,Rhinelander,RHI,WI,Rhinelander/Oneida County,62,7,1,0,1.39,0,4.61,1,1,996,698,0,35,0,263
10,Richmond,RIC,VA,Richmond International,1496,260,104.77,3.78,45.66,0.16,105.62,8,0,19872,10929,158,1780,11,6994
10,Roanoke,ROA,VA,Roanoke Blacksburg Regional Woodrum Field,57,7,5.3,0,1.7,0,0,0,0,229,170,0,59,0,0
10,Rochester,ROC,NY,Greater Rochester International,637,100,41.91,1.37,14.73,0,41.99,11,1,5676,2127,150,520,0,2879
10,Rochester,RST,MN,Rochester International,261,45,18.03,0.59,8.98,0,17.41,2,0,4271,2171,10,397,0,1693
10,Rock Springs,RKS,WY,Southwest Wyoming Regional,58,7,1.97,0,0.4,0,4.63,0,0,426,281,0,30,0,115
10,Roswell,ROW,NM,Roswell International Air Center,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Sacramento,SMF,CA,Sacramento International,4063,604,173.62,5.65,122.9,1.63,300.2,24,5,27951,7835,188,3651,35,16242
10,Saginaw/Bay City/Midland,MBS,MI,MBS International,257,26,10.38,1,2.45,0,12.17,3,0,1351,612,17,78,0,644
10,Salt Lake City,SLC,UT,Salt Lake City International,9323,891,281.79,14.47,205.38,1.72,387.64,18,10,59643,25446,968,7671,31,25527
10,San Angelo,SJT,TX,San Angelo Regional/Mathis Field,65,12,4.68,0,0.02,0,7.3,0,0,1738,1326,0,3,0,409
10,San Antonio,SAT,TX,San Antonio International,2916,364,141.71,7.36,82.76,2,130.17,3,1,19202,9249,674,2411,36,6832
10,San Diego,SAN,CA,San Diego International,7181,969,312.82,18.1,222.11,1.01,414.94,56,8,46312,15589,1424,7388,31,21880
10,San Francisco,SFO,CA,San Francisco International,15583,3859,553.95,56.72,2287.33,4.59,956.4,364,46,326093,42438,4443,203349,159,75704
10,San Jose,SJC,CA,Norman Y. Mineta San Jose International,4524,659,167.14,8.04,142.4,0.05,341.36,32,4,29156,7984,1163,3832,2,16175
10,San Juan,SJU,PR,Luis Munoz Marin International,1314,229,103.68,4.86,87.97,3.98,28.53,132,2,17649,10444,159,4311,88,2647
10,San Luis Obispo,SBP,CA,San Luis County Regional,271,75,20.59,1.26,18,0,35.15,4,2,5807,2599,126,640,0,2442
10,Santa Ana,SNA,CA,John Wayne Airport-Orange County,3741,522,160.69,9.42,125.08,0.11,226.7,29,9,24302,6993,2142,3654,8,11505
10,Santa Barbara,SBA,CA,Santa Barbara Municipal,481,83,24.31,1,21.87,0,35.82,21,2,6399,2131,16,684,0,3568
10,Santa Fe,SAF,NM,Santa Fe Municipal,123,12,5.39,0,1.36,0,5.25,0,0,598,362,0,37,0,199
10,Santa Rosa,STS,CA,Charles M. Schulz - Sonoma County,154,26,5.5,2,8.45,0,10.06,40,2,2668,700,870,288,0,810
10,Sarasota/Bradenton,SRQ,FL,Sarasota/Bradenton International,214,15,7.64,1.08,2.89,0,3.39,2,0,708,424,29,96,0,159
10,Sault Ste. Marie,CIU,MI,Chippewa County International,58,5,2.36,0,1.14,0,1.5,0,0,215,111,0,22,0,82
10,Savannah,SAV,GA,Savannah/Hilton Head International,677,98,47.69,4.72,14.13,0,31.46,5,0,6273,3304,245,501,0,2223
10,Scranton/Wilkes-Barre,AVP,PA,Wilkes Barre Scranton International,231,39,16.94,0,8.91,0,13.14,2,1,3459,2340,0,264,0,855
10,Seattle,SEA,WA,Seattle/Tacoma International,11685,1813,405.02,38.31,823.01,3.5,543.16,91,19,97073,27665,2713,29818,109,36768
10,Shreveport,SHV,LA,Shreveport Regional,367,68,30.32,0.22,9.78,0,27.69,0,2,4978,2443,18,394,0,2123
10,Sioux Falls,FSD,SD,Joe Foss Field,378,45,14.57,1.19,13.1,0,16.14,0,8,3189,1596,25,563,0,1005
10,Sitka,SIT,AK,Sitka Rocky Gutierrez,90,12,3,0,2.78,0,6.22,1,0,611,206,0,61,0,344
10,South Bend,SBN,IN,South Bend International,498,89,31.67,2.72,12.7,0,41.91,4,0,6868,3351,166,372,0,2979
10,Spokane,GEG,WA,Spokane International,1081,177,55.43,2.57,67.63,1,50.37,13,3,7918,2882,236,1959,65,2776
10,Springfield,SGF,MO,Springfield-Branson National,277,46,20.15,0.7,12.34,0,12.79,2,0,3015,1701,66,315,0,933
10,Springfield,SPI,IL,Abraham Lincoln Capital,89,11,5.4,1,2.07,0,2.53,0,0,615,329,30,87,0,169
10,St. George,SGU,UT,St George Regional,301,25,6.88,1.27,11.48,0,5.36,0,1,1115,379,61,344,0,331
10,St. Louis,STL,MO,St Louis Lambert International,4836,659,244.78,6.68,125.06,1.99,280.51,23,3,31968,13855,407,3730,148,13828
10,State College,SCE,PA,University Park,152,19,14.24,0,0.53,0,4.23,1,1,1294,1109,0,25,0,160
10,Sun Valley/Hailey/Ketchum,SUN,ID,Friedman Memorial,71,7,1.8,0,1.36,0,3.84,1,1,451,212,0,49,0,190
10,Syracuse,SYR,NY,Syracuse Hancock International,699,106,43.98,1.48,20.37,0,40.18,9,0,6566,3027,94,812,0,2633
10,Tallahassee,TLH,FL,Tallahassee International,173,19,13.69,0.08,2.34,0,2.89,0,0,753,609,2,68,0,74
10,Tampa,TPA,FL,Tampa International,5334,763,281.19,11.43,183.1,2.74,284.55,23,5,39063,15263,607,5931,238,17024
10,Toledo,TOL,OH,Toledo Express,27,8,1.92,0,0.48,0,5.6,0,0,535,147,0,33,0,355
10,Traverse City,TVC,MI,Cherry Capital,243,43,17.71,1.95,9.72,0,13.62,3,2,3104,1386,130,310,0,1278
10,Trenton,TTN,NJ,Trenton Mercer,171,31,8.06,0.08,3.87,0,18.98,1,1,2685,444,22,241,0,1978
10,Tucson,TUS,AZ,Tucson International,1273,223,75.19,3.13,58.6,0,86.08,2,1,9426,3941,141,1591,0,3753
10,Tulsa,TUL,OK,Tulsa International,1211,162,70.45,5.12,33.38,0,53.05,2,1,7340,3337,366,1215,0,2422
10,Twin Falls,TWF,ID,Joslin Field - Magic Valley Regional,88,4,1.32,0,2.68,0,0,0,0,169,114,0,55,0,0
10,Valparaiso,VPS,FL,Eglin AFB Destin Fort Walton Beach,318,39,10.34,3.87,8.42,0,16.38,1,0,2673,570,933,279,0,891
10,Washington,DCA,DC,Ronald Reagan Washington National,6241,897,288.58,15.35,278.85,3.98,310.23,27,8,44034,17083,1075,8925,169,16782
10,Washington,IAD,DC,Washington Dulles International,3193,315,112.85,5.57,68.57,0.77,127.21,9,0,19034,7125,581,2304,75,8949
10,Waterloo,ALO,IA,Waterloo Regional,58,13,4.9,0.56,1.39,0,6.16,0,0,1353,958,10,61,0,324
10,West Palm Beach/Palm Beach,PBI,FL,Palm Beach International,1758,282,116.42,4.31,83.73,0,77.55,14,0,14765,5553,146,3023,0,6043
10,White Plains,HPN,NY,Westchester County,617,128,65.08,3.56,11.9,0,47.46,2,2,9724,6131,218,451,0,2924
10,Wichita,ICT,KS,Wichita Dwight D Eisenhower National,657,115,40.89,3.87,36.75,0,33.5,1,0,6871,2513,1227,1277,0,1854
10,Williston,ISN,ND,Sloulin Field International,131,23,5.16,0,9.04,0,8.8,1,0,1211,397,0,224,0,590
10,Wilmington,ILM,NC,Wilmington International,202,24,11.1,0.59,4.84,0,7.47,0,0,1483,767,16,181,0,519
10,Worcester,ORH,MA,Worcester Regional,62,4,3.41,0,0.59,0,0,0,4,121,102,0,19,0,0
10,Wrangell,WRG,AK,Wrangell Airport,62,13,2.73,0,5.14,0,5.12,1,1,638,212,0,122,0,304
10,Yakutat,YAK,AK,Yakutat Airport,62,10,1.53,0.25,2.24,0,5.98,1,1,782,208,13,94,0,467
10,Yuma,YUM,AZ,Yuma MCAS/Yuma International,121,17,3.52,0,2.49,0,10.99,1,0,982,106,0,70,0,806
11,Aberdeen,ABR,SD,Aberdeen Regional,59,4,1.91,0,2,0,0.09,0,0,137,91,0,43,0,3
11,Adak Island,ADK,AK,Adak,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,Aguadilla,BQN,PR,Rafael Hernandez,67,11,3.23,0,5.09,0,2.68,0,0,637,225,0,138,0,274
11,Akron,CAK,OH,Akron-Canton Regional,425,56,17.99,0,10.66,1,26.35,2,0,4122,1718,0,361,74,1969
11,Albany,ALB,NY,Albany International,762,75,41.27,2.63,11.51,0.54,19.04,0,2,3832,2236,258,335,39,964
11,Albuquerque,ABQ,NM,Albuquerque International Sunport,1522,149,53.39,0.92,19.5,1.07,74.12,3,0,7981,3495,148,616,24,3698
11,Alexandria,AEX,LA,Alexandria International,79,4,1,0,3,0,0,0,0,79,20,0,59,0,0
11,Allentown/Bethlehem/Easton,ABE,PA,Lehigh Valley International,220,25,8.84,0,7.75,0,8.43,1,0,1787,730,0,233,0,824
11,Alpena,APN,MI,Alpena County Regional,51,4,1.95,0,0.62,0,1.43,1,0,1129,1052,0,13,0,64
11,Amarillo,AMA,TX,Rick Husband Amarillo International,262,23,6.55,0,3.63,0,12.82,0,0,921,327,0,74,0,520
11,Anchorage,ANC,AK,Ted Stevens Anchorage International,1159,188,41.7,8.91,80.26,8.44,48.7,24,1,10115,2657,1085,2651,225,3497
11,Appleton,ATW,WI,Appleton International,206,17,11.4,0,2.35,0,3.25,0,0,1785,1278,0,94,0,413
11,Arcata/Eureka,ACV,CA,California Redwood Coast Humboldt County,115,24,7.12,0.06,3.24,0,13.58,4,0,1598,407,1,203,0,987
11,Asheville,AVL,NC,Asheville Regional,224,30,11.16,0,7.85,0.71,10.29,1,0,2047,828,0,298,29,892
11,Aspen,ASE,CO,Aspen Pitkin County Sardy Field,188,24,12.04,0.94,2.39,0,8.64,4,2,2216,1468,44,111,0,593
11,Atlanta,ATL,GA,Hartsfield-Jackson Atlanta International,28248,1720,632.61,23.22,385.89,2.03,676.27,9,12,101558,51551,2451,11106,139,36311
11,Atlantic City,ACY,NJ,Atlantic City International,274,19,4.44,0,10.39,1.33,2.84,1,0,702,204,0,340,44,114
11,Augusta,AGS,GA,Augusta Regional at Bush Field,109,8,6.68,0,0.04,0,1.28,1,0,265,235,0,2,0,28
11,Austin,AUS,TX,Austin - Bergstrom International,4531,393,163.03,5.08,74.23,1.95,148.71,3,3,19015,8218,343,1954,104,8396
11,Bakersfield,BFL,CA,Meadows Field,191,19,5.09,0,4.71,0,9.2,0,0,1366,436,0,183,0,747
11,Baltimore,BWI,MD,Baltimore/Washington International Thurgood Marshall,8471,681,251.94,7.53,111.9,4.05,305.57,20,2,33174,12191,848,3243,347,16545
11,Bangor,BGR,ME,Bangor International,59,12,0.73,0,0.51,0,10.76,0,1,930,80,0,14,0,836
11,Barrow,BRW,AK,Wiley Post/Will Rogers Memorial,61,3,0.98,0,1.16,0,0.86,2,2,510,441,0,44,0,25
11,Baton Rouge,BTR,LA,Baton Rouge Metropolitan/Ryan Field,502,59,30.27,1,11.35,0,16.38,0,1,4136,2458,74,294,0,1310
11,Bellingham,BLI,WA,Bellingham International,112,18,8.48,0,2.14,0,7.37,4,0,1005,531,0,81,0,393
11,Bemidji,BJI,MN,Bemidji Regional,58,6,0,0,3.13,0,2.87,0,0,179,0,0,78,0,101
11,Bend/Redmond,RDM,OR,Roberts Field,345,41,14.5,1.31,8.41,0,16.78,4,2,2949,1329,197,339,0,1084
11,Bethel,BET,AK,Bethel Airport,71,6,0.8,0.9,4.3,0,0,2,0,310,71,99,140,0,0
11,Billings,BIL,MT,Billings Logan International,262,18,6.36,2.04,5.13,0,4.46,1,3,814,433,52,142,0,187
11,Binghamton,BGM,NY,Greater Binghamton/Edwin A. Link Field,84,11,4.45,0.75,1.41,0,4.38,0,0,611,200,12,26,0,373
11,Birmingham,BHM,AL,Birmingham-Shuttlesworth International,959,68,24.82,1.71,17.13,0,24.34,1,3,3224,1325,110,384,0,1405
11,Bismarck/Mandan,BIS,ND,Bismarck Municipal,178,22,9.61,0.92,7.33,0,4.14,0,1,2486,1492,259,249,0,486
11,Bloomington/Normal,BMI,IL,Central Il Regional Airport at Bloomington,175,25,8.63,0,3.79,0,12.58,0,0,1933,813,0,131,0,989
11,Boise,BOI,ID,Boise Air Terminal,1457,210,72.16,3.38,48.78,0,85.68,5,0,13638,5447,889,1527,0,5775
11,Boston,BOS,MA,Logan International,10209,1219,376.43,11.44,421.65,3.33,406.15,30,1,60619,20273,722,15288,170,24166
11,Bozeman,BZN,MT,Bozeman Yellowstone International,339,34,14.72,0,7.91,0,11.37,2,0,1961,912,0,334,0,715
11,Brainerd,BRD,MN,Brainerd Lakes Regional,50,7,1.97,0,2,0,3.03,1,0,1587,1308,0,40,0,239
11,Bristol/Johnson City/Kingsport,TRI,TN,Tri Cities,103,10,7.04,0,0.96,0,2,0,1,338,228,0,18,0,92
11,Brownsville,BRO,TX,Brownsville South Padre Island International,53,1,0.13,0,0.88,0,0,0,0,24,3,0,21,0,0
11,Brunswick,BQK,GA,Brunswick Golden Isles,4,1,1,0,0,0,0,0,0,33,33,0,0,0,0
11,Buffalo,BUF,NY,Buffalo Niagara International,1488,160,73.01,1,23.66,0.52,61.78,3,0,8149,3638,32,941,12,3526
11,Bullhead City,IFP,AZ,Laughlin/Bullhead International,30,6,3,0,3,0,0,0,0,247,195,0,52,0,0
11,Burbank,BUR,CA,Bob Hope,2139,342,109.69,5.31,49.76,0.47,176.78,24,2,16378,5356,285,1612,11,9114
11,Burlington,BTV,VT,Burlington International,176,12,6.79,0,1.97,0,3.23,0,0,515,272,0,67,0,176
11,Butte,BTM,MT,Bert Mooney,54,3,2.6,0,0,0,0.4,3,3,279,253,0,0,0,26
11,Casper,CPR,WY,Casper/Natrona County International,87,4,2.77,0,1,0,0.23,0,0,171,135,0,21,0,15
11,Cedar City,CDC,UT,Cedar City Regional,51,13,3.59,0,8.49,0,0.93,0,0,515,258,0,240,0,17
11,Cedar Rapids/Iowa City,CID,IA,The Eastern Iowa,459,59,19.32,4.02,12.42,0,23.24,0,2,4694,1283,610,780,0,2021
11,Charleston,CHS,SC,Charleston AFB/International,1162,94,40.66,1.52,24.77,0,27.06,1,1,4750,2597,188,680,0,1285
11,Charleston/Dunbar,CRW,WV,Yeager,132,13,4.78,0,1.77,0,6.45,0,0,511,188,0,47,0,276
11,Charlotte,CLT,NC,Charlotte Douglas International,9164,825,323.26,9.31,209.78,2.81,279.84,16,2,45524,20379,917,5755,574,17899
11,Charlotte Amalie,STT,VI,Cyril E King,119,13,6.38,0,4.76,0,1.87,0,0,856,553,0,94,0,209
11,Charlottesville,CHO,VA,Charlottesville Albemarle,208,36,12.09,0,7.45,0,16.46,4,0,1972,809,0,267,0,896
11,Chattanooga,CHA,TN,Lovell Field,218,38,9.53,0.41,7.62,0,20.45,1,0,2311,468,29,322,0,1492
11,Chicago,MDW,IL,Chicago Midway International,7085,918,270.63,11.13,255.15,5.33,375.76,49,50,42188,12399,1885,10243,426,17235
11,Chicago,ORD,IL,Chicago O'Hare International,20705,2371,536.42,32.71,890.83,5.29,905.74,55,19,157315,55555,6407,31094,353,63906
11,Christiansted,STX,VI,Henry E. Rohlsen,60,9,7,0,0.59,0,1.41,0,0,353,304,0,19,0,30
11,Cincinnati,CVG,OH,Cincinnati/Northern Kentucky International,1567,162,64.31,1,29.22,0,67.47,3,2,11381,4314,848,1247,0,4972
11,Clarksburg/Fairmont,CKB,WV,North Central West Virginia,56,8,2.82,0,1.82,0,3.36,0,0,670,215,0,81,0,374
11,Cleveland,CLE,OH,Cleveland-Hopkins International,2970,290,105.53,5.23,54.97,0,124.26,4,4,16922,6247,882,1997,0,7796
11,Cody,COD,WY,Yellowstone Regional,59,2,0,0,1,0,1,4,5,990,0,0,972,0,18
11,College Station/Bryan,CLL,TX,Easterwood Field,122,10,3.99,0,1.06,0,4.95,0,0,1302,1041,0,23,0,238
11,Colorado Springs,COS,CO,City of Colorado Springs Municipal,730,114,53.1,3.44,24.49,1,31.97,1,1,6835,3744,228,979,57,1827
11,Columbia,CAE,SC,Columbia Metropolitan,297,27,16.66,1,1.21,0,8.13,2,0,1399,1000,29,69,0,301
11,Columbia,COU,MO,Columbia Regional,86,11,4.46,0,3,0,3.54,0,1,452,276,0,68,0,108
11,Columbus,CMH,OH,John Glenn Columbus International,1975,200,85.49,2.84,35.3,1.6,74.76,4,1,11586,4233,248,1097,155,5853
11,Columbus,GTR,MS,Golden Triangle Regional,82,5,1.48,0,2.13,0,1.4,0,1,206,115,0,46,0,45
11,Cordova,CDV,AK,Merle K Mudhole Smith,58,5,1.07,0,0.7,0,3.22,1,0,334,20,0,26,0,288
11,Corpus Christi,CRP,TX,Corpus Christi International,217,27,15.08,0,2.02,0,9.89,0,0,4148,3544,0,70,0,534
11,Dallas,DAL,TX,Dallas Love Field,5801,598,200.27,2.9,76.77,2.26,315.8,23,0,25493,8843,271,2438,71,13870
11,Dallas/Fort Worth,DFW,TX,Dallas/Fort Worth International,14357,1108,392.55,11.4,265.95,10.65,427.49,11,10,76266,33966,2319,7617,1241,31123
11,Dayton,DAY,OH,James M Cox/Dayton International,544,54,20.45,0.55,17.02,0,15.99,1,3,3421,1259,45,772,0,1345
11,Daytona Beach,DAB,FL,Daytona Beach International,156,6,3.71,0,2.29,0,0,0,0,280,242,0,38,0,0
11,Deadhorse,SCC,AK,Deadhorse Airport,59,4,1,0,3,0,0,1,1,110,15,0,95,0,0
11,Denver,DEN,CO,Denver International,17626,1464,497.31,29.21,330.27,7.11,600.12,32,12,89834,41786,2187,9909,538,35414
11,Des Moines,DSM,IA,Des Moines International,656,67,29.67,1.87,9.1,0,26.36,1,2,3586,1402,168,310,0,1706
11,Detroit,DTW,MI,Detroit Metro Wayne County,10506,957,255.84,14.13,282.69,3.7,400.63,23,7,80192,33557,1311,14588,183,30553
11,Devils Lake,DVL,ND,Devils Lake Regional,51,5,0,0,2.65,0,2.35,4,0,155,0,0,78,0,77
11,Dothan,DHN,AL,Dothan Regional,96,14,4.79,0,5.91,0,3.3,0,0,428,185,0,138,0,105
11,Duluth,DLH,MN,Duluth International,223,31,11.76,4.37,6.23,0,8.63,20,8,4190,2093,1273,163,0,661
11,Durango,DRO,CO,Durango La Plata County,105,6,1.25,0,2.38,0,2.37,0,0,251,94,0,82,0,75
11,Eagle,EGE,CO,Eagle County Regional,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Eau Claire,EAU,WI,Chippewa Valley Regional,56,6,3.27,0,0.73,0,2,0,0,407,243,0,60,0,104
11,El Paso,ELP,TX,El Paso International,878,90,33.76,0,9.79,0,46.45,0,0,4024,1331,0,258,0,2435
11,Elko,EKO,NV,Elko Regional,53,5,0.97,1.12,1.85,0,1.06,0,0,760,529,36,65,0,130
11,Erie,ERI,PA,Erie International/Tom Ridge Field,87,8,3.93,0,0.74,0,3.32,1,0,402,213,0,24,0,165
11,Escanaba,ESC,MI,Delta County,52,7,4.57,0,0.77,0,1.66,0,2,610,500,0,56,0,54
11,Eugene,EUG,OR,Mahlon Sweet Field,291,57,19.43,1,10.61,0,25.98,0,1,3121,923,343,330,0,1525
11,Evansville,EVV,IN,Evansville Regional,84,10,2.18,0,2.12,0,5.7,0,1,614,188,0,89,0,337
11,Fairbanks,FAI,AK,Fairbanks International,261,39,6.27,1,20.48,1,10.25,4,0,1724,155,17,619,48,885
11,Fargo,FAR,ND,Hector International,298,36,11.4,1.25,10.59,0,12.76,0,0,2806,1664,79,295,0,768
11,Fayetteville,FAY,NC,Fayetteville Regional/Grannis Field,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Fayetteville,XNA,AR,Northwest Arkansas Regional,386,28,11.21,0,6.11,0,10.68,0,1,1332,550,0,216,0,566
11,Flagstaff,FLG,AZ,Flagstaff Pulliam,109,4,0.21,0,2,0,1.79,0,0,130,4,0,52,0,74
